Date,Close,High,Low,Open,Volume,Stock_Price,SMA_5,SMA_15,EMA_5,EMA_15,Return_1,Volatility_5,Momentum_5
2025-05-07 13:44:00+00:00,5628.08984375,5629.22998046875,5625.93994140625,5625.93994140625,7922333.0,5628.08984375,5625.82802734375,5621.097298177084,5625.347861871948,5621.680431369805,0.0003767579324642778,1.386331526729018,9.580078125
2025-05-07 13:45:00+00:00,5627.0,5629.18017578125,5626.85009765625,5627.93994140625,9627110.0,5627.0,5626.32607421875,5621.870638020833,5625.898574581299,5622.345377448579,-0.00019364363047802424,1.2331983728703162,2.490234375
2025-05-07 13:46:00+00:00,5626.91015625,5628.60009765625,5624.5,5626.81982421875,8348162.0,5626.91015625,5626.71806640625,5622.001985677083,5626.235768470866,5622.915974798756,-1.5966545228396356e-05,0.9699139893129254,1.9599609375
2025-05-07 13:47:00+00:00,5628.35009765625,5628.97021484375,5626.490234375,5626.77001953125,6812436.0,5628.35009765625,5627.2640625,5622.474674479166,5626.9405448659945,5623.5952401559425,0.00025590268304731545,0.9657131340013636,2.72998046875
2025-05-07 13:48:00+00:00,5622.77001953125,5630.83984375,5621.7001953125,5628.2900390625,12532988.0,5622.77001953125,5626.6240234375,5622.547330729167,5625.550369754414,5623.492087577856,-0.0009914234239486452,2.2474729068716632,-3.2001953125
2025-05-07 13:49:00+00:00,5617.72998046875,5622.93994140625,5615.16015625,5622.77978515625,8658062.0,5617.72998046875,5624.55205078125,5622.39599609375,5622.94357332586,5622.771824189218,-0.0008963622991857711,4.350130905176372,-10.35986328125
2025-05-07 13:50:00+00:00,5617.2900390625,5620.39990234375,5616.75,5617.47998046875,7602711.0,5617.2900390625,5622.61005859375,5622.53134765625,5621.05906190474,5622.086601048379,-7.83130210564309e-05,5.088768173949652,-9.7099609375
2025-05-07 13:51:00+00:00,5619.27978515625,5622.10986328125,5617.4599609375,5617.4599609375,7204526.0,5619.27978515625,5621.083984375,5622.7193359375,5620.4659696552435,5621.735749061862,0.0003542181514419873,4.597216952199904,-7.63037109375
2025-05-07 13:52:00+00:00,5621.89013671875,5621.89013671875,5618.02978515625,5619.14013671875,6515414.0,5621.89013671875,5619.7919921875,5623.10068359375,5620.940692009746,5621.755047518974,0.00046453489811915105,2.45177869846299,-6.4599609375
2025-05-07 13:53:00+00:00,5623.52978515625,5625.39990234375,5621.83984375,5621.83984375,7154992.0,5623.52978515625,5619.9439453125,5623.493326822917,5621.803723058581,5621.976889723634,0.00029165430088906596,2.6940617940702962,0.759765625
2025-05-07 13:54:00+00:00,5623.47998046875,5623.47998046875,5621.10009765625,5623.39013671875,7037801.0,5623.47998046875,5621.0939453125,5623.824674479167,5622.362475528638,5622.164776066773,-8.856481498731306e-06,2.739583914481929,5.75
2025-05-07 13:55:00+00:00,5628.64013671875,5628.64013671875,5623.08984375,5623.41015625,6921260.0,5628.64013671875,5623.36396484375,5624.100032552084,5624.4550292586755,5622.9741961482705,0.0009176090726599195,3.4180271618888725,11.35009765625
2025-05-07 13:56:00+00:00,5630.0,5630.60986328125,5628.16015625,5628.64013671875,7157385.0,5630.0,5625.5080078125,5624.436686197917,5626.303352839117,5623.852421629736,0.00024159712616533824,3.574334774947824,10.72021484375
2025-05-07 13:57:00+00:00,5632.02978515625,5632.8798828125,5630.14990234375,5630.14990234375,6002987.0,5632.02978515625,5627.5359375,5624.863997395833,5628.212163611495,5624.8745920705505,0.00036053022313509153,3.872517615093739,10.1396484375
2025-05-07 13:58:00+00:00,5631.31005859375,5632.0400390625,5629.56982421875,5632.02001953125,6794204.0,5631.31005859375,5629.0919921875,5625.219986979167,5629.244795272247,5625.679025385951,-0.00012779168256471518,3.3938832181347616,7.7802734375
2025-05-07 13:59:00+00:00,5631.14013671875,5632.93994140625,5630.47998046875,5631.6201171875,8755011.0,5631.14013671875,5630.6240234375,5625.42333984375,5629.876575754415,5626.361664302551,-3.0174483953482323e-05,1.3264986739500462,7.66015625
2025-05-07 14:00:00+00:00,5630.0498046875,5631.5,5628.27001953125,5631.41015625,7692213.0,5630.0498046875,5630.90595703125,5625.62666015625,5629.93431873211,5626.822681850669,-0.00019362544791601266,0.8710457553366655,1.40966796875
2025-05-07 14:01:00+00:00,5631.990234375,5631.990234375,5630.0498046875,5630.0498046875,8177107.0,5631.990234375,5631.30400390625,5625.96533203125,5630.619623946407,5627.468625916211,0.0003446558653681375,0.8058497803207421,1.990234375
2025-05-07 14:02:00+00:00,5631.52978515625,5632.56005859375,5630.41015625,5632.0400390625,6696702.0,5631.52978515625,5631.20400390625,5626.177311197916,5630.923011016355,5627.976270821216,-8.175603997673253e-05,0.7196864289000522,-0.5
2025-05-07 14:03:00+00:00,5631.89990234375,5632.22998046875,5631.419921875,5631.60009765625,7006212.0,5631.89990234375,5631.32197265625,5626.785970052083,5631.24864145882,5628.4667247615325,6.572231731349909e-05,0.7866444769498738,0.58984375
2025-05-07 14:04:00+00:00,5630.759765625,5632.02001953125,5630.3701171875,5632.02001953125,6326032.0,5630.759765625,5631.2458984375,5627.654622395833,5631.085682847547,5628.753354869466,-0.00020244264609092788,0.826031799704335,-0.38037109375
2025-05-07 14:05:00+00:00,5627.97998046875,5632.68017578125,5627.97998046875,5630.89990234375,7811368.0,5627.97998046875,5630.83193359375,5628.36728515625,5630.050448721282,5628.656683069377,-0.0004936785215416961,1.6664377873928382,-2.06982421875
2025-05-07 14:06:00+00:00,5631.990234375,5632.5,5628.419921875,5628.419921875,6709087.0,5631.990234375,5630.83193359375,5629.2146484375,5630.697043939188,5629.07337698258,0.0007125565336350004,1.6664377873928382,0.0
2025-05-07 14:07:00+00:00,5632.39990234375,5634.16015625,5632.06005859375,5632.06005859375,6922199.0,5632.39990234375,5631.00595703125,5629.915299479167,5631.264663407375,5629.489192652726,7.273946716912505e-05,1.7977880861422595,0.8701171875
2025-05-07 14:08:00+00:00,5633.77978515625,5634.0498046875,5632.009765625,5632.419921875,6484166.0,5633.77978515625,5631.38193359375,5630.5986328125,5632.103037323667,5630.0255167156665,0.0002449902060266407,2.186113010473989,1.8798828125
2025-05-07 14:09:00+00:00,5633.43017578125,5634.2099609375,5632.91015625,5633.83984375,6263556.0,5633.43017578125,5631.916015625,5631.261979166667,5632.545416809528,5630.451099098865,-6.205591775543251e-05,2.3183154107589914,2.67041015625
2025-05-07 14:10:00+00:00,5634.56005859375,5634.7998046875,5632.91015625,5633.4501953125,7322689.0,5634.56005859375,5633.23203125,5631.656640625,5633.216964070936,5630.9647190357255,0.00020056746551277982,1.041327304236134,6.580078125
2025-05-07 14:11:00+00:00,5633.10986328125,5635.10009765625,5633.10986328125,5634.56005859375,7151548.0,5633.10986328125,5633.45595703125,5631.86396484375,5633.181263807708,5631.232862066416,-0.0002573750740819669,0.7999378060946548,1.11962890625
2025-05-07 14:12:00+00:00,5631.68017578125,5633.8798828125,5631.68017578125,5633.14013671875,7566698.0,5631.68017578125,5633.31201171875,5631.840657552083,5632.680901132222,5631.2887762807695,-0.00025380074855618773,1.0599703126013558,-0.7197265625
2025-05-07 14:13:00+00:00,5632.31982421875,5632.4501953125,5629.81005859375,5631.830078125,6993926.0,5632.31982421875,5633.02001953125,5631.907975260417,5632.560542161065,5631.4176572730175,0.0001135803912037936,1.0992582854936064,-1.4599609375
2025-05-07 14:14:00+00:00,5632.10986328125,5632.75,5631.08984375,5632.6201171875,5968712.0,5632.10986328125,5632.75595703125,5631.972623697917,5632.4103158677935,5631.504183024046,-3.727787910712266e-05,1.1341281170324,-1.3203125
2025-05-07 14:15:00+00:00,5632.18994140625,5632.7900390625,5631.10986328125,5632.10986328125,6629489.0,5632.18994140625,5632.28193359375,5632.115299479166,5632.336857713946,5631.589902821822,1.421813972801722e-05,0.5213171987393199,-2.3701171875
2025-05-07 14:16:00+00:00,5629.72998046875,5632.10009765625,5629.56005859375,5632.10009765625,6036145.0,5629.72998046875,5631.60595703125,5631.964615885417,5631.467898632214,5631.357412527688,-0.0004367681067385387,1.075797623430247,-3.3798828125
2025-05-07 14:17:00+00:00,5632.72998046875,5632.72998046875,5628.41015625,5629.85986328125,7142477.0,5632.72998046875,5631.81591796875,5632.04462890625,5631.888592577727,5631.528983520321,0.0005328852379080651,1.1902588368849683,1.0498046875
2025-05-07 14:18:00+00:00,5633.14990234375,5633.72021484375,5632.60009765625,5632.7001953125,6847330.0,5633.14990234375,5631.98193359375,5632.127962239583,5632.309029166401,5631.73159837325,7.455032931735772e-05,1.328029674025152,0.830078125
2025-05-07 14:19:00+00:00,5632.240234375,5633.25,5631.27001953125,5633.22021484375,5537989.0,5632.240234375,5632.0080078125,5632.22666015625,5632.286097569267,5631.795177873469,-0.00016148477930111316,1.3324418584499993,0.13037109375
2025-05-07 14:20:00+00:00,5633.43994140625,5633.52978515625,5631.93017578125,5632.3701171875,6591532.0,5633.43994140625,5632.2580078125,5632.590657552083,5632.670712181595,5632.000773315066,0.00021300707734872582,1.483782262410284,1.25
2025-05-07 14:21:00+00:00,5632.68017578125,5633.4501953125,5631.6201171875,5633.4501953125,5755919.0,5632.68017578125,5632.848046875,5632.636653645834,5632.673866714814,5632.085698623339,-0.00013486708528043234,0.46179331840241356,2.9501953125
2025-05-07 14:22:00+00:00,5629.330078125,5633.4501953125,5628.97998046875,5632.75,7023433.0,5629.330078125,5632.16806640625,5632.431998697916,5631.55927051821,5631.741246061047,-0.0005947608512647529,1.6510079902871104,-3.39990234375
2025-05-07 14:23:00+00:00,5634.259765625,5634.259765625,5628.6201171875,5628.919921875,5889494.0,5634.259765625,5632.3900390625,5632.463997395834,5632.4594355538065,5632.05606100654,0.0008757147709559376,1.8753768987130086,1.10986328125
2025-05-07 14:24:00+00:00,5634.77978515625,5635.18994140625,5633.43994140625,5634.27001953125,5529163.0,5634.77978515625,5632.89794921875,5632.553971354167,5633.232885421288,5632.396526525254,9.229598081761381e-05,2.1486469790889644,2.53955078125
2025-05-07 14:25:00+00:00,5632.66015625,5634.669921875,5631.3701171875,5634.35009765625,6325407.0,5632.66015625,5632.7419921875,5632.427311197916,5633.041975697526,5632.429480240847,-0.00037616889870906167,2.1276696377543467,-0.77978515625
2025-05-07 14:26:00+00:00,5633.740234375,5633.740234375,5632.16015625,5632.669921875,5303221.0,5633.740234375,5632.95400390625,5632.4693359375,5633.274728590018,5632.593324507616,0.00019175275891658572,2.1723163732564936,1.06005859375
2025-05-07 14:27:00+00:00,5635.10986328125,5635.18994140625,5633.7001953125,5633.7099609375,6569534.0,5635.10986328125,5634.1099609375,5632.697981770833,5633.886440153762,5632.90789185432,0.000243111831442544,0.9630085654288325,5.77978515625
2025-05-07 14:28:00+00:00,5636.25,5636.33984375,5634.97021484375,5635.08984375,6561068.0,5636.25,5634.5080078125,5632.959993489583,5634.674293435842,5633.32565537253,0.00020232732749003723,1.366991327651652,1.990234375
2025-05-07 14:29:00+00:00,5635.5498046875,5636.77001953125,5635.33984375,5636.330078125,5851668.0,5635.5498046875,5634.66201171875,5633.189322916666,5634.966130519728,5633.603674036901,-0.00012423070525613422,1.4463361424632266,0.77001953125
2025-05-07 14:30:00+00:00,5635.77978515625,5636.22021484375,5635.35009765625,5635.5498046875,5815509.0,5635.77978515625,5635.2859375,5633.428645833334,5635.237348731902,5633.875687926819,4.080887876445338e-05,0.9569650183333507,3.11962890625
2025-05-07 14:31:00+00:00,5636.7998046875,5637.10009765625,5635.81005859375,5635.830078125,5785107.0,5636.7998046875,5635.8978515625,5633.899967447916,5635.7581673837685,5634.241202521905,0.00018098995527404682,0.6506784529594988,3.0595703125
2025-05-07 14:32:00+00:00,5635.72998046875,5636.85986328125,5634.6298828125,5636.85986328125,6289086.0,5635.72998046875,5636.021875,5634.099967447916,5635.74877174543,5634.427299765261,-0.0001897928356192624,0.505933766432364,0.6201171875
